ID,Set,District,Block,CultLand,CropTillageDate,CropTillageMonth,CropTillageDepth,CropEstMethod,RcNursEstDate,NursingMonth,SeedingSowingTransplanting,SowTransplantMonth,SeedlingsPerPit,TransplantingIrrigationHours,TransplantingIrrigationSource,TransplantingIrrigationPowerSource,TransIrriCost,TransIrriCost_per_Acre,StandingWater,Ganaura,Ganaura_capped,Ganaura_per_Acre,CropOrgFYM,CropOrgFYM_per_Acre,PCropSolidOrgFertAppMethod,NoFertilizerAppln,BasalDAP,BasalDAP_per_Acre,BasalUrea,BasalUrea_per_Acre,MineralFertAppMethod,1tdUrea,1tdUrea_per_Acre,1appDaysUrea,2tdUrea,2tdUrea_per_Acre,2appDaysUrea,MineralFertAppMethod.1,Harv_method,Harv_date,HarvestMonth,Harv_hand_rent,Harv_hand_rent_per_Acre,Threshing_date,ThreshingMonth,Threshing_method,Residue_length,Residue_perc,Stubble_use,Acre,Yield,Yield_per_Acre,LandPrepMethod_TractorPlough,LandPrepMethod_FourWheelTracRotavator,LandPrepMethod_WetTillagePuddling,LandPrepMethod_BullockPlough,LandPrepMethod_Other,NursDetFactor_CalendarDate,NursDetFactor_PreMonsoonShowers,NursDetFactor_IrrigWaterAvailability,NursDetFactor_LabourAvailability,NursDetFactor_SeedAvailability,TransDetFactor_LabourAvailability,TransDetFactor_CalendarDate,TransDetFactor_RainArrival,TransDetFactor_IrrigWaterAvailability,TransDetFactor_SeedlingAge,CropbasalFerts_Urea,CropbasalFerts_DAP,CropbasalFerts_Other,CropbasalFerts_NPK,CropbasalFerts_MoP,CropbasalFerts_NPKS,CropbasalFerts_SSP,CropbasalFerts_None,FirstTopDressFert_Urea,FirstTopDressFert_DAP,FirstTopDressFert_NPK,FirstTopDressFert_NPKS,FirstTopDressFert_SSP,FirstTopDressFert_Other,OrgFertilizers_Ganaura,OrgFertilizers_FYM,OrgFertilizers_VermiCompost,OrgFertilizers_Pranamrit,OrgFertilizers_Ghanajeevamrit,OrgFertilizers_Jeevamrit,OrgFertilizers_PoultryManure,Days_bw_Nurs_SowTransp,Days_bw_SowTransp_Harv,Days_bw_Harv_Thresh,Days_bw_Nurs_Harv,Nb_of_NaN,Past_YpA_Avg,Days_Harv_Thresh,Season,harvest-thresh-duration,tillage-harvest-duration,irrigation-per-acre
ID_YY1U0YNZYI84,train,Gaya,Wazirganj,60,2022-07-04,July,5,Manual_PuddledRandom,2022-06-24,June,2022-07-28,July,2.0,4.0,Rainfed,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,2,10.0,27.000000000000007,10.0,27.000000000000007,Broadcasting,15.0,40.50000000000001,45.0,0.0,0.0,,Broadcasting,hand,2022-10-15,October,100.0,270.00000000000006,2022-10-28,October,hand,25,10,plowed_in_soil,0.3703703703703703,800,2160.0000000000005,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,34.0,79.0,13.0,113.0,5,0.0,13,Monsoon,116,103,10.800000000000002
ID_4HDCS9PF1W55,train,Gaya,Wazirganj,50,2022-07-28,July,5,Manual_PuddledRandom,2022-07-01,July,2022-07-29,July,2.0,6.0,Boring,Electric,60.0,162.00000000000003,3.0,3.0,3.0,8.100000000000001,0.0,0.0,SoilApplied,2,10.0,27.000000000000007,10.0,27.000000000000007,Broadcasting,15.0,40.50000000000001,45.0,0.0,0.0,,Broadcasting,hand,2022-10-15,October,100.0,270.00000000000006,2022-10-28,October,hand,25,10,plowed_in_soil,0.3703703703703703,800,2160.0000000000005,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,28.0,78.0,13.0,106.0,1,0.0,13,Monsoon,92,79,16.200000000000003
ID_5N1C6GWQHCBV,train,Gaya,Wazirganj,40,2022-07-08,July,5,Manual_PuddledRandom,2022-06-28,June,2022-07-26,July,2.0,10.0,Rainfed,,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,2,10.0,53.99999999999999,10.0,53.99999999999999,Broadcasting,15.0,80.99999999999999,45.0,0.0,0.0,,Broadcasting,hand,2022-10-15,October,100.0,540.0,2022-10-27,October,hand,25,10,plowed_in_soil,0.1851851851851852,400,2160.0,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,28.0,81.0,12.0,109.0,4,0.0,12,Monsoon,111,99,53.99999999999999
ID_W7PELX4LAOSO,train,Gaya,Wazirganj,60,2022-07-25,July,5,Manual_PuddledRandom,2022-06-28,June,2022-07-26,July,2.0,8.0,Rainfed,,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,2,10.0,27.000000000000007,10.0,27.000000000000007,Broadcasting,15.0,40.50000000000001,45.0,0.0,0.0,,Broadcasting,hand,2022-10-15,October,100.0,270.00000000000006,2022-10-30,October,hand,30,10,plowed_in_soil,0.3703703703703703,800,2160.0000000000005,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,28.0,81.0,15.0,109.0,4,0.0,15,Monsoon,97,82,21.600000000000005
ID_JT0KQ34Q564G,train,Gaya,Wazirganj,40,2022-06-30,June,5,Manual_PuddledLine,2022-06-25,June,2022-07-20,July,2.0,2.0,Boring,Electric,50.0,168.75,3.0,4.0,4.0,13.5,0.0,0.0,SoilApplied,2,8.0,27.0,8.0,27.0,Broadcasting,12.0,40.5,40.0,0.0,0.0,,Broadcasting,hand,2022-10-15,October,100.0,337.5,2022-10-27,October,machine,30,10,plowed_in_soil,0.2962962962962963,640,2160.0,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,25.0,87.0,12.0,112.0,1,0.0,12,Monsoon,119,107,6.75
ID_HBFHF000947A,train,Gaya,Wazirganj,50,2022-07-06,July,5,Manual_PuddledRandom,2022-06-20,June,2022-07-24,July,2.0,15.0,Canal,Electric,150.0,202.5,3.0,7.0,7.0,9.45,0.0,0.0,SoilApplied,2,20.0,27.0,20.0,27.0,Broadcasting,30.0,40.5,45.0,0.0,0.0,,Broadcasting,hand,2022-10-15,October,100.0,135.0,2022-10-28,October,hand,27,10,plowed_in_soil,0.7407407407407407,1600,2160.0,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,34.0,83.0,13.0,117.0,1,0.0,13,Monsoon,114,101,20.25
ID_XP54YMY7PGJ9,train,Gaya,Wazirganj,60,2022-07-07,July,5,Manual_PuddledRandom,2022-06-28,June,2022-07-26,July,2.0,12.0,Boring,Electric,150.0,270.0,2.0,0.0,0.0,0.0,6.0,10.8,SoilApplied,2,15.0,27.0,15.0,27.0,Broadcasting,20.0,36.0,45.0,0.0,0.0,,Broadcasting,hand,2022-10-17,October,100.0,180.0,2022-10-29,October,hand,30,10,plowed_in_soil,0.5555555555555556,1200,2160.0,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,28.0,83.0,12.0,111.0,1,2160.0000000000005,12,Monsoon,114,102,21.599999999999998
ID_3E7NBSYQCAZO,train,Gaya,Wazirganj,80,2022-06-29,June,5,Manual_PuddledRandom,2022-07-01,July,2022-07-27,July,2.0,4.0,Rainfed,,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,2,20.0,27.0,20.0,27.0,Broadcasting,30.0,40.5,45.0,0.0,0.0,,Broadcasting,hand,2022-10-18,October,100.0,135.0,2022-10-29,October,hand,25,10,plowed_in_soil,0.7407407407407407,1600,2160.0,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,26.0,83.0,11.0,109.0,5,2160.0000000000005,11,Monsoon,122,111,5.4
ID_0OW02TS5DW42,train,Gaya,Wazirganj,16,2022-07-03,July,4,Manual_PuddledRandom,2022-06-22,June,2022-07-22,July,2.0,4.0,Boring,Electric,98.0,882.0,4.0,4.0,4.0,36.0,0.0,0.0,SoilApplied,2,3.0,27.0,3.0,27.0,Broadcasting,3.0,27.0,28.0,0.0,0.0,,Broadcasting,hand,2022-10-18,October,300.0,2700.0,2022-11-26,November,machine,23,10,plowed_in_soil,0.1111111111111111,245,2205.0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,30.0,88.0,39.0,118.0,1,2161.5000000000005,39,Monsoon,146,107,36.0
ID_WRW0IMBIN1UL,train,Gaya,Wazirganj,40,2022-07-05,July,5,Manual_PuddledRandom,2022-06-24,June,2022-07-29,July,4.0,8.0,Canal,,0.0,0.0,3.0,0.0,0.0,0.0,5.0,27.0,SoilApplied,2,10.0,53.99999999999999,10.0,53.99999999999999,Broadcasting,15.0,80.99999999999999,45.0,0.0,0.0,,Broadcasting,hand,2022-10-19,October,100.0,540.0,2022-11-04,November,machine,27,10,plowed_in_soil,0.1851851851851852,400,2160.0,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,35.0,82.0,16.0,117.0,3,2163.0000000000005,16,Monsoon,122,106,43.199999999999996
ID_2Z2206LDLDRN,train,Gaya,Wazirganj,38,2022-06-30,June,4,Manual_PuddledRandom,2022-06-20,June,2022-07-19,July,2.0,4.0,Boring,Electric,98.0,529.1999999999999,3.0,3.0,3.0,16.2,0.0,0.0,SoilApplied,2,3.0,16.2,3.0,16.2,Broadcasting,3.0,16.2,23.0,0.0,0.0,,Broadcasting,hand,2022-10-19,October,500.0,2699.9999999999995,2022-11-01,November,machine,24,10,plowed_in_soil,0.1851851851851852,400,2160.0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,29.0,92.0,13.0,121.0,1,2163.0000000000005,13,Monsoon,124,111,21.599999999999998
ID_9JESYQVUN9KX,train,Gaya,Wazirganj,60,2022-07-08,July,5,Manual_PuddledRandom,2022-06-28,June,2022-07-28,July,2.0,4.0,Rainfed,,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,2,8.0,15.428571428571429,8.0,15.428571428571429,Broadcasting,12.0,23.142857142857142,45.0,0.0,0.0,,Broadcasting,hand,2022-10-20,October,100.0,192.8571428571429,2022-10-29,October,hand,25,10,plowed_in_soil,0.5185185185185185,1120,2160.0,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,30.0,84.0,9.0,114.0,5,2163.0000000000005,9,Monsoon,113,104,7.714285714285714
ID_36OQ8GWG5LEZ,train,Gaya,Wazirganj,40,2022-06-29,June,5,Manual_PuddledRandom,2022-06-26,June,2022-07-26,July,2.0,8.0,Canal,,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,2,10.0,53.99999999999999,10.0,53.99999999999999,Broadcasting,15.0,80.99999999999999,45.0,0.0,0.0,,Broadcasting,hand,2022-10-20,October,100.0,540.0,2022-10-27,October,machine,30,10,plowed_in_soil,0.1851851851851852,400,2160.0,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,30.0,86.0,7.0,116.0,4,2163.0000000000005,7,Monsoon,120,113,43.199999999999996
ID_QYHOU9JQF3P3,train,Gaya,Wazirganj,80,2022-07-25,July,5,Manual_PuddledRandom,2022-06-27,June,2022-07-28,July,2.0,4.0,Rainfed,,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,2,12.0,27.0,12.0,27.0,Broadcasting,18.0,40.5,45.0,0.0,0.0,,Broadcasting,hand,2022-10-20,October,100.0,225.0,2022-10-28,October,hand,25,10,plowed_in_soil,0.4444444444444444,960,2160.0,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,31.0,84.0,8.0,115.0,5,2163.0,8,Monsoon,95,87,9.0
ID_4W4WFZ30BJB8,train,Gaya,Wazirganj,50,2022-07-07,July,5,Manual_PuddledRandom,2022-06-25,June,2022-07-23,July,4.0,15.0,Boring,Diesel,250.0,337.5,3.0,0.0,0.0,0.0,7.0,9.45,SoilApplied,2,20.0,27.0,20.0,27.0,Broadcasting,25.0,33.75,45.0,0.0,0.0,,Broadcasting,hand,2022-10-20,October,100.0,135.0,2022-10-30,October,machine,25,10,plowed_in_soil,0.7407407407407407,1600,2160.0,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,28.0,89.0,10.0,117.0,1,2163.0,10,Monsoon,115,105,20.25
ID_DISJDV7E28WW,train,Gaya,Wazirganj,80,2022-07-02,July,5,Manual_PuddledRandom,2022-06-25,June,2022-07-28,July,3.0,10.0,Boring,Electric,100.0,135.0,3.0,0.0,0.0,0.0,5.0,6.75,SoilApplied,2,12.0,16.2,12.0,16.2,Broadcasting,18.0,24.3,45.0,0.0,0.0,,Broadcasting,hand,2022-10-20,October,100.0,135.0,2022-10-30,October,machine,30,10,plowed_in_soil,0.7407407407407407,1600,2160.0,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,33.0,84.0,10.0,117.0,1,2163.0,10,Monsoon,120,110,13.5
ID_NXJTRYM29MXC,train,Gaya,Wazirganj,50,2022-07-08,July,5,Manual_PuddledRandom,2022-06-26,June,2022-07-26,July,2.0,8.0,Boring,Electric,60.0,162.00000000000003,2.0,3.0,3.0,8.100000000000001,0.0,0.0,SoilApplied,2,10.0,27.000000000000007,10.0,27.000000000000007,Broadcasting,15.0,40.50000000000001,45.0,0.0,0.0,,Broadcasting,hand,2022-10-20,October,100.0,270.00000000000006,2022-10-27,October,hand,25,10,plowed_in_soil,0.3703703703703703,800,2160.0000000000005,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,30.0,86.0,7.0,116.0,1,2163.0,7,Monsoon,111,104,21.600000000000005
ID_IUCF6V75LOWJ,train,Gaya,Wazirganj,46,2022-06-26,June,4,Manual_PuddledRandom,2022-06-20,June,2022-07-13,July,2.0,5.0,Boring,Electric,150.0,1350.0,6.0,0.0,0.0,0.0,0.0,0.0,,2,3.0,27.0,3.0,27.0,Broadcasting,3.0,27.0,21.0,0.0,0.0,,Broadcasting,hand,2022-10-20,October,300.0,2700.0,2022-11-24,November,machine,22,10,plowed_in_soil,0.1111111111111111,240,2160.0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,23.0,99.0,35.0,122.0,2,2163.0,35,Monsoon,151,116,45.0
ID_38R79BH01HVS,train,Gaya,Wazirganj,40,2022-06-27,June,5,Manual_PuddledRandom,2022-06-27,June,2022-07-26,July,2.0,4.0,Rainfed,,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,2,7.0,27.000000000000007,7.0,27.000000000000007,Broadcasting,10.0,38.57142857142858,45.0,0.0,0.0,,Broadcasting,hand,2022-10-20,October,100.0,385.7142857142858,2022-10-27,October,hand,30,10,plowed_in_soil,0.2592592592592592,560,2160.0000000000005,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,29.0,86.0,7.0,115.0,5,2163.0,7,Monsoon,122,115,15.428571428571432
ID_LS558M8VR9TG,train,Gaya,Wazirganj,30,2022-07-22,July,5,Manual_PuddledRandom,2022-07-01,July,2022-07-28,July,4.0,4.0,Rainfed,Electric,100.0,270.00000000000006,1.0,0.0,0.0,0.0,4.0,10.800000000000002,SoilApplied,2,10.0,27.000000000000007,15.0,40.50000000000001,Broadcasting,15.0,40.50000000000001,45.0,0.0,0.0,,Broadcasting,hand,2022-10-20,October,1000.0,2700.0000000000005,2022-10-30,October,machine,25,10,plowed_in_soil,0.3703703703703703,800,2160.0000000000005,True,True,True,False,False,True,True,False,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,27.0,84.0,10.0,111.0,1,2163.0,10,Monsoon,100,90,10.800000000000002
ID_2FC64BGK9KLH,train,Gaya,Wazirganj,60,2022-06-26,June,5,Manual_PuddledRandom,2022-06-28,June,2022-07-29,July,2.0,7.0,Boring,Electric,70.0,189.00000000000003,2.0,3.0,3.0,8.100000000000001,0.0,0.0,SoilApplied,2,10.0,27.000000000000007,10.0,27.000000000000007,Broadcasting,15.0,40.50000000000001,42.0,0.0,0.0,,Broadcasting,hand,2022-10-20,October,100.0,270.00000000000006,2022-10-30,October,hand,30,10,plowed_in_soil,0.3703703703703703,800,2160.0000000000005,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,31.0,83.0,10.0,114.0,1,2163.0,10,Monsoon,126,116,18.900000000000002
